Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_(USD),Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Loyalty_Score_A,Loyalty_Score_B,Satisfaction_Flag,Value_Tier,Retention_Rate_%,Dependency_Rate_%
599,21,Male,Dress,Clothing,66,California,L,Green,Winter,3.2,Yes,2-Day Shipping,1,1,30,Cash,Every 3 Months,2046,0.0,0,Low Value,60.78,60.78
600,51,Male,Boots,Footwear,26,Massachusetts,L,Teal,Spring,4.2,Yes,Standard,1,1,27,Debit Card,Every 3 Months,728,0.0,1,Low Value,54.9,54.9
601,22,Male,Hat,Accessories,63,South Carolina,M,Charcoal,Spring,5.0,Yes,2-Day Shipping,1,1,25,Venmo,Monthly,1638,0.0,1,Low Value,50.98,50.98
602,32,Male,Backpack,Accessories,38,West Virginia,M,Maroon,Summer,4.7,Yes,Store Pickup,1,1,5,Cash,Fortnightly,228,0.0,1,Low Value,11.76,11.76
603,37,Male,Shoes,Footwear,58,Oregon,L,Lavender,Summer,4.2,Yes,Next Day Air,1,1,10,Cash,Every 3 Months,638,0.0,1,Low Value,21.57,21.57
604,31,Male,Handbag,Accessories,46,Massachusetts,L,Green,Winter,3.4,Yes,2-Day Shipping,1,1,26,PayPal,Every 3 Months,1242,0.0,0,Low Value,52.94,52.94
605,44,Male,Sunglasses,Accessories,92,West Virginia,S,Pink,Fall,4.4,Yes,Store Pickup,1,1,11,Credit Card,Every 3 Months,1104,0.0,1,Low Value,23.53,23.53
606,40,Male,Hat,Accessories,32,California,XL,Charcoal,Winter,4.2,Yes,Standard,1,1,17,Bank Transfer,Weekly,576,0.0,1,Low Value,35.29,35.29
607,27,Male,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,Yes,Standard,1,1,44,PayPal,Monthly,4050,0.0,1,Low Value,88.24,88.24
608,47,Male,Hoodie,Clothing,23,Indiana,L,Purple,Fall,2.8,Yes,Next Day Air,1,1,44,Cash,Monthly,1035,0.0,0,Low Value,88.24,88.24
609,41,Male,Backpack,Accessories,25,Delaware,S,Gold,Fall,3.3,Yes,Next Day Air,1,1,21,Venmo,Every 3 Months,550,0.0,0,Low Value,43.14,43.14
610,51,Male,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,Yes,Next Day Air,1,1,49,Credit Card,Fortnightly,2700,0.0,1,Low Value,98.04,98.04
611,53,Male,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,Yes,Free Shipping,1,1,27,Bank Transfer,Every 3 Months,2016,0.0,0,Low Value,54.9,54.9
612,43,Male,Scarf,Accessories,33,California,M,Black,Winter,4.7,Yes,Store Pickup,1,1,19,Cash,Monthly,660,0.0,1,Low Value,39.22,39.22
613,67,Male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,4.6,Yes,Express,1,1,33,Credit Card,Quarterly,1462,0.0,1,Low Value,66.67,66.67
614,61,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Yes,Standard,1,1,46,Cash,Bi-Weekly,2397,0.0,0,Low Value,92.16,92.16
615,68,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4.0,Yes,Standard,1,1,21,Credit Card,Bi-Weekly,1870,0.0,1,Low Value,43.14,43.14
616,67,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,Yes,Next Day Air,1,1,23,Venmo,Annually,2400,0.0,0,Low Value,47.06,47.06
617,29,Male,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,4.6,Yes,Free Shipping,1,1,38,Credit Card,Every 3 Months,2808,0.0,1,Low Value,76.47,76.47
618,50,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Standard,1,1,2,Bank Transfer,Quarterly,171,0.0,0,Low Value,5.88,5.88
619,61,Male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4.0,Yes,Express,1,1,21,Debit Card,Bi-Weekly,2068,0.0,1,Low Value,43.14,43.14
620,19,Male,Backpack,Accessories,34,Nebraska,M,Charcoal,Summer,4.6,Yes,Store Pickup,1,1,1,Debit Card,Every 3 Months,68,0.0,1,Low Value,3.92,3.92
621,33,Male,Backpack,Accessories,89,Rhode Island,M,Black,Fall,3.7,Yes,2-Day Shipping,1,1,10,Venmo,Every 3 Months,979,0.0,0,Low Value,21.57,21.57
622,51,Male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Yes,Store Pickup,1,1,45,Credit Card,Weekly,1242,0.0,1,Low Value,90.2,90.2
623,69,Male,Socks,Clothing,63,Georgia,S,Peach,Spring,4.0,Yes,Next Day Air,1,1,44,Bank Transfer,Fortnightly,2835,0.0,1,Low Value,88.24,88.24
624,19,Male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,Yes,Standard,1,1,48,PayPal,Bi-Weekly,3430,0.0,1,Low Value,96.08,96.08
625,55,Male,Pants,Clothing,87,South Carolina,XL,Pink,Fall,3.4,Yes,Express,1,1,21,PayPal,Annually,1914,0.0,0,Low Value,43.14,43.14
626,49,Male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4.0,Yes,Next Day Air,1,1,1,Venmo,Weekly,158,0.0,1,Low Value,3.92,3.92
627,31,Male,Sunglasses,Accessories,79,New Hampshire,M,Indigo,Spring,3.9,Yes,Standard,1,1,10,Venmo,Annually,869,0.0,0,Low Value,21.57,21.57
628,42,Male,Sandals,Footwear,44,Oregon,L,Black,Winter,4.1,Yes,Express,1,1,24,PayPal,Monthly,1100,0.0,1,Low Value,49.02,49.02
629,69,Male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.8,Yes,2-Day Shipping,1,1,29,Credit Card,Monthly,2550,0.0,0,Low Value,58.82,58.82
630,26,Male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,Yes,Standard,1,1,11,Debit Card,Annually,1080,0.0,1,Low Value,23.53,23.53
631,41,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Yes,2-Day Shipping,1,1,33,Debit Card,Annually,3196,0.0,1,Low Value,66.67,66.67
632,55,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,Yes,Store Pickup,1,1,27,Cash,Fortnightly,1904,0.0,1,Low Value,54.9,54.9
633,35,Male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,Yes,Next Day Air,1,1,19,Venmo,Fortnightly,1020,0.0,0,Low Value,39.22,39.22
634,66,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Express,1,1,50,Debit Card,Quarterly,1683,0.0,0,Low Value,100.0,100.0
635,36,Male,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,Yes,Standard,1,1,46,PayPal,Weekly,2820,0.0,0,Low Value,92.16,92.16
636,27,Male,Hoodie,Clothing,59,South Carolina,M,Brown,Fall,4.3,Yes,2-Day Shipping,1,1,28,Cash,Quarterly,1711,0.0,1,Low Value,56.86,56.86
637,41,Male,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,Yes,Store Pickup,1,1,14,Bank Transfer,Every 3 Months,450,0.0,0,Low Value,29.41,29.41
638,21,Male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,2-Day Shipping,1,1,46,Cash,Fortnightly,940,0.0,0,Low Value,92.16,92.16
639,53,Male,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Yes,Express,1,1,41,PayPal,Monthly,840,0.0,0,Low Value,82.35,82.35
640,54,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4.0,Yes,2-Day Shipping,1,1,50,Credit Card,Annually,1224,0.0,1,Low Value,100.0,100.0
641,53,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,Store Pickup,1,1,28,Debit Card,Fortnightly,2552,0.0,1,Low Value,56.86,56.86
642,47,Male,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,Yes,2-Day Shipping,1,1,23,Credit Card,Every 3 Months,1872,0.0,0,Low Value,47.06,47.06
643,64,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,1,1,14,Debit Card,Bi-Weekly,375,0.0,0,Low Value,29.41,29.41
644,18,Male,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,Yes,Next Day Air,1,1,10,Bank Transfer,Every 3 Months,627,0.0,0,Low Value,21.57,21.57
645,68,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Next Day Air,1,1,37,Cash,Weekly,3534,0.0,1,Low Value,74.51,74.51
646,62,Male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Express,1,1,15,Venmo,Bi-Weekly,672,0.0,1,Low Value,31.37,31.37
647,51,Male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Yes,Standard,1,1,19,Venmo,Bi-Weekly,1080,0.0,1,Low Value,39.22,39.22
648,54,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,1,1,23,Credit Card,Fortnightly,1680,0.0,0,Low Value,47.06,47.06
649,22,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,Store Pickup,1,1,35,Credit Card,Weekly,1116,0.0,1,Low Value,70.59,70.59
650,53,Male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,Store Pickup,1,1,33,PayPal,Every 3 Months,3162,0.0,1,Low Value,66.67,66.67
651,34,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Next Day Air,1,1,12,Bank Transfer,Annually,520,0.0,0,Low Value,25.49,25.49
652,32,Male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Yes,Next Day Air,1,1,41,Venmo,Fortnightly,1344,0.0,0,Low Value,82.35,82.35
653,64,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,Free Shipping,1,1,27,Venmo,Weekly,756,0.0,0,Low Value,54.9,54.9
654,20,Male,Scarf,Accessories,68,North Dakota,M,Olive,Winter,3.6,Yes,2-Day Shipping,1,1,45,Cash,Fortnightly,3128,0.0,0,Low Value,90.2,90.2
655,24,Male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Yes,2-Day Shipping,1,1,23,Venmo,Annually,1416,0.0,1,Low Value,47.06,47.06
656,20,Male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,Yes,Free Shipping,1,1,19,Venmo,Monthly,720,0.0,0,Low Value,39.22,39.22
657,42,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,1,1,6,PayPal,Quarterly,161,0.0,0,Low Value,13.73,13.73
658,48,Male,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,Free Shipping,1,1,6,PayPal,Quarterly,560,0.0,1,Low Value,13.73,13.73
659,62,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,Store Pickup,1,1,20,Venmo,Weekly,777,0.0,1,Low Value,41.18,41.18
660,62,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,2-Day Shipping,1,1,8,Cash,Weekly,468,0.0,0,Low Value,17.65,17.65
661,50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5.0,Yes,2-Day Shipping,1,1,39,Credit Card,Quarterly,3160,0.0,1,Low Value,78.43,78.43
662,57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Store Pickup,1,1,39,Credit Card,Quarterly,2720,0.0,1,Low Value,78.43,78.43
663,24,Male,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,Yes,Express,1,1,39,Venmo,Bi-Weekly,3920,0.0,0,Low Value,78.43,78.43
664,59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Express,1,1,23,Credit Card,Monthly,1992,0.0,1,Low Value,47.06,47.06
665,63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Express,1,1,41,PayPal,Bi-Weekly,3486,0.0,1,Low Value,82.35,82.35
666,41,Male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Yes,2-Day Shipping,1,1,50,Credit Card,Annually,2805,0.0,1,Low Value,100.0,100.0
667,35,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,Free Shipping,1,1,30,Debit Card,Quarterly,806,0.0,0,Low Value,60.78,60.78
668,34,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Standard,1,1,32,Bank Transfer,Quarterly,2508,0.0,0,Low Value,64.71,64.71
669,49,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,1,1,35,Bank Transfer,Monthly,3060,0.0,0,Low Value,70.59,70.59
670,43,Male,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,Yes,Free Shipping,1,1,45,Venmo,Bi-Weekly,4094,0.0,0,Low Value,90.2,90.2
671,63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,Next Day Air,1,1,37,Cash,Bi-Weekly,1558,0.0,1,Low Value,74.51,74.51
672,38,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,Express,1,1,45,Cash,Weekly,1380,0.0,1,Low Value,90.2,90.2
673,59,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,2-Day Shipping,1,1,29,Cash,Quarterly,1590,0.0,0,Low Value,58.82,58.82
674,35,Male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,1,1,27,Venmo,Bi-Weekly,1848,0.0,1,Low Value,54.9,54.9
675,48,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Store Pickup,1,1,36,Bank Transfer,Annually,1221,0.0,1,Low Value,72.55,72.55
676,64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,2-Day Shipping,1,1,9,Cash,Annually,860,0.0,0,Low Value,19.61,19.61
677,28,Male,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,Yes,2-Day Shipping,1,1,38,Venmo,Bi-Weekly,2340,0.0,0,Low Value,76.47,76.47
678,60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,1,1,41,PayPal,Annually,2604,0.0,0,Low Value,82.35,82.35
679,27,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Store Pickup,1,1,25,Debit Card,Every 3 Months,1924,0.0,0,Low Value,50.98,50.98
680,56,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Express,1,1,37,Venmo,Fortnightly,3610,0.0,0,Low Value,74.51,74.51
681,58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,1,1,3,PayPal,Annually,100,0.0,1,Low Value,7.84,7.84
682,30,Male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Yes,2-Day Shipping,1,1,24,Credit Card,Every 3 Months,1475,0.0,0,Low Value,49.02,49.02
683,23,Male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4.0,Yes,Standard,1,1,49,Credit Card,Bi-Weekly,1450,0.0,1,Low Value,98.04,98.04
684,33,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,1,1,3,Bank Transfer,Monthly,144,0.0,0,Low Value,7.84,7.84
685,63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Express,1,1,42,Debit Card,Monthly,3526,0.0,1,Low Value,84.31,84.31
686,70,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,1,1,32,Cash,Fortnightly,2343,0.0,0,Low Value,64.71,64.71
687,70,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3.0,Yes,2-Day Shipping,1,1,33,Venmo,Fortnightly,1190,0.0,0,Low Value,66.67,66.67
688,19,Male,Gloves,Accessories,38,West Virginia,XL,Turquoise,Winter,3.3,Yes,Free Shipping,1,1,46,Bank Transfer,Quarterly,1786,0.0,0,Low Value,92.16,92.16
689,25,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,Store Pickup,1,1,44,Venmo,Monthly,2655,0.0,1,Low Value,88.24,88.24
690,19,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,1,1,35,Credit Card,Every 3 Months,3276,0.0,1,Low Value,70.59,70.59
691,25,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Standard,1,1,45,Bank Transfer,Weekly,3128,0.0,1,Low Value,90.2,90.2
692,60,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,1,1,37,PayPal,Bi-Weekly,798,0.0,0,Low Value,74.51,74.51
693,35,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4.0,Yes,2-Day Shipping,1,1,40,Debit Card,Every 3 Months,3895,0.0,1,Low Value,80.39,80.39
694,46,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Free Shipping,1,1,30,Cash,Every 3 Months,1612,0.0,0,Low Value,60.78,60.78
695,41,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,1,1,38,Venmo,Every 3 Months,819,0.0,0,Low Value,76.47,76.47
696,30,Male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Next Day Air,1,1,15,Debit Card,Every 3 Months,1072,0.0,0,Low Value,31.37,31.37
697,44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,1,1,49,Cash,Monthly,2100,0.0,0,Low Value,98.04,98.04
698,61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,1,1,40,Debit Card,Quarterly,2583,0.0,1,Low Value,80.39,80.39
699,55,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,1,1,40,Debit Card,Weekly,1681,0.0,0,Low Value,80.39,80.39
700,50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,1,1,5,PayPal,Weekly,276,0.0,0,Low Value,11.76,11.76
701,57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,1,1,5,PayPal,Monthly,474,0.0,1,Low Value,11.76,11.76
702,51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,1,1,5,Debit Card,Every 3 Months,540,0.0,0,Low Value,11.76,11.76
703,18,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Store Pickup,1,1,1,Cash,Weekly,142,0.0,0,Low Value,3.92,3.92
704,63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3.0,Yes,Standard,1,1,21,Venmo,Weekly,1914,0.0,0,Low Value,43.14,43.14
705,34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,1,1,18,PayPal,Annually,1254,0.0,0,Low Value,37.25,37.25
706,25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,Free Shipping,1,1,49,Cash,Quarterly,4500,0.0,1,Low Value,98.04,98.04
707,46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,1,1,27,Debit Card,Weekly,1316,0.0,1,Low Value,54.9,54.9
708,59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,1,1,21,Venmo,Annually,836,0.0,0,Low Value,43.14,43.14
709,37,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Store Pickup,1,1,19,Cash,Fortnightly,1000,0.0,0,Low Value,39.22,39.22
710,49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,1,1,23,Debit Card,Monthly,1896,0.0,1,Low Value,47.06,47.06
711,22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,1,1,26,PayPal,Fortnightly,2457,0.0,1,Low Value,52.94,52.94
712,64,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,1,1,13,Bank Transfer,Bi-Weekly,840,0.0,0,Low Value,27.45,27.45
713,42,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Next Day Air,1,1,36,Bank Transfer,Quarterly,2997,0.0,0,Low Value,72.55,72.55
714,37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,1,1,39,Bank Transfer,Bi-Weekly,3600,0.0,0,Low Value,78.43,78.43
715,26,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,1,1,40,Debit Card,Fortnightly,2870,0.0,1,Low Value,80.39,80.39
716,33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,1,1,37,Debit Card,Quarterly,2394,0.0,0,Low Value,74.51,74.51
717,30,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,Express,1,1,9,Venmo,Bi-Weekly,290,0.0,0,Low Value,19.61,19.61
718,21,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Express,1,1,7,Venmo,Every 3 Months,720,0.0,1,Low Value,15.69,15.69
719,22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Standard,1,1,25,Bank Transfer,Annually,572,0.0,1,Low Value,50.98,50.98
720,63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,1,1,42,Venmo,Bi-Weekly,946,0.0,0,Low Value,84.31,84.31
721,33,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,1,1,19,Debit Card,Weekly,1240,0.0,0,Low Value,39.22,39.22
722,43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Next Day Air,1,1,41,Debit Card,Every 3 Months,2394,0.0,1,Low Value,82.35,82.35
723,27,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,1,1,50,Cash,Bi-Weekly,1632,0.0,1,Low Value,100.0,100.0
724,35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,1,1,43,PayPal,Monthly,2332,0.0,0,Low Value,86.27,86.27
725,37,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Store Pickup,1,1,36,Venmo,Every 3 Months,2923,0.0,1,Low Value,72.55,72.55
726,61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,1,1,33,Debit Card,Fortnightly,2074,0.0,0,Low Value,66.67,66.67
727,32,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,Next Day Air,1,1,20,Bank Transfer,Every 3 Months,1638,0.0,0,Low Value,41.18,41.18
728,62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,1,1,37,Venmo,Every 3 Months,3686,0.0,1,Low Value,74.51,74.51
729,29,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,1,1,12,PayPal,Every 3 Months,1014,0.0,0,Low Value,25.49,25.49
730,41,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Express,1,1,46,PayPal,Every 3 Months,2632,0.0,0,Low Value,92.16,92.16
731,48,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,1,1,28,Venmo,Fortnightly,725,0.0,0,Low Value,56.86,56.86
732,43,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Free Shipping,1,1,30,PayPal,Fortnightly,868,0.0,0,Low Value,60.78,60.78
733,34,Male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Express,1,1,28,Cash,Bi-Weekly,1653,0.0,0,Low Value,56.86,56.86
734,45,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,2-Day Shipping,1,1,20,Debit Card,Bi-Weekly,756,0.0,0,Low Value,41.18,41.18
735,65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,1,1,39,Bank Transfer,Every 3 Months,2760,0.0,0,Low Value,78.43,78.43
736,61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,2-Day Shipping,1,1,48,Cash,Bi-Weekly,2352,0.0,0,Low Value,96.08,96.08
737,18,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,1,1,32,Credit Card,Every 3 Months,1914,0.0,0,Low Value,64.71,64.71
738,47,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,Store Pickup,1,1,28,PayPal,Annually,696,0.0,0,Low Value,56.86,56.86
739,56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,2-Day Shipping,1,1,27,Venmo,Quarterly,868,0.0,0,Low Value,54.9,54.9
740,64,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Free Shipping,1,1,26,Venmo,Bi-Weekly,783,0.0,0,Low Value,52.94,52.94
741,26,Male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Yes,Next Day Air,1,1,22,Credit Card,Fortnightly,1587,0.0,0,Low Value,45.1,45.1
742,22,Male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Yes,Free Shipping,1,1,23,Bank Transfer,Every 3 Months,1896,0.0,1,Low Value,47.06,47.06
743,64,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,1,1,21,Debit Card,Quarterly,858,0.0,0,Low Value,43.14,43.14
744,21,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,Free Shipping,1,1,36,Cash,Weekly,3108,0.0,1,Low Value,72.55,72.55
745,67,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Next Day Air,1,1,42,Debit Card,Bi-Weekly,2838,0.0,1,Low Value,84.31,84.31
746,46,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Standard,1,1,4,Venmo,Monthly,460,0.0,1,Low Value,9.8,9.8
747,40,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,1,1,47,Credit Card,Annually,2160,0.0,0,Low Value,94.12,94.12
748,51,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,1,1,13,Bank Transfer,Weekly,1036,0.0,1,Low Value,27.45,27.45
749,35,Male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,1,1,8,Bank Transfer,Quarterly,351,0.0,0,Low Value,17.65,17.65
750,56,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,1,1,11,Debit Card,Quarterly,852,0.0,0,Low Value,23.53,23.53
751,25,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,1,1,5,Venmo,Annually,570,0.0,0,Low Value,11.76,11.76
752,65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,1,1,1,Credit Card,Monthly,144,0.0,1,Low Value,3.92,3.92
753,39,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,1,1,17,PayPal,Every 3 Months,1530,0.0,1,Low Value,35.29,35.29
